name,title,coords
Castle of Hunterland,Mountain Peak,"68.9064, -61.4439"
Square of East Sabrinaview,Public Park,"20.1094, 59.0887"
Museum of Sandershaven,Музей,"35.9332, -149.9054"
Museum of Kimberlystad,Famous Intersection,"-69.803, -40.151"
Park of Ellenmouth,Парк,"-43.8288, 125.4868"
Замок г. Снежногорск (Мурм.),Природный объект,"-3.8664, 23.178"
Park of East Theresa,Пляж,"58.2339, -22.0369"
Bridge of New Nicole,Природный объект,"57.3848, 106.2755"
Square of Port Derekmouth,Museum,"-13.6152, -80.0079"
Park of Moonchester,Nature Reserve,"-43.9684, -139.1107"
Square of Clarkville,Historic Site,"24.2874, 38.1811"
Museum of New Donnaland,Museum,"28.9151, 140.8352"
Lake of Foxside,Public Park,"-25.9506, 133.6678"
Lake of West Jamesbury,Nature Reserve,"-0.1402, 164.7929"
Bridge of West Kaitlyn,Музей,"7.3925, -145.5601"
Castle of East Kiara,Famous Intersection,"-15.3233, -156.0411"
Замок г. Кингисепп,Храм,"57.8995, -104.2056"
Castle of Nicoleborough,Landmark,"-4.9695, 40.6267"
Гора п. Великий Устюг,Museum,"40.0187, -40.1195"
Музей д. Краснодар,Beach,"43.8436, -24.9508"
Square of Kylestad,Famous Intersection,"-31.2089, -140.7183"
Lake of Rhondastad,Парк,"-17.7751, -166.3743"
Bridge of South Paul,Горнолыжный курорт,"-36.399, -83.752"
Lake of Lewisfurt,Исторический район,"50.505, 166.3829"
Square of Rodriguezborough,Исторический район,"-39.1197, -146.8816"
Park of Bruceview,Природный объект,"-57.4865, 14.803"
Lake of Manueltown,Исторический район,"-40.7146, -90.6534"
Lake of Cannonstad,Museum,"25.164, -116.1004"
Парк к. Лазаревское,Парк,"69.2552, -45.66"
Museum of Josephview,Famous Intersection,"14.9262, -58.5424"
Музей п. Чикола,Mountain Peak,"-22.1903, 56.6855"
Castle of Timothychester,Beach,"21.5337, 59.5744"
Парк д. Оса,Public Park,"-69.0628, 116.1955"
Площадь г. Калач-на-Дону,Парк,"-11.0803, 85.4991"
Lake of West Tinashire,Музей,"-30.8767, 150.8085"
Озеро ст. Середниково,Храм,"29.9624, -112.0492"
Castle of Rossbury,Museum,"61.3701, -32.0535"
Museum of Dustinhaven,Исторический район,"-20.26, -95.2149"
Lake of Davidland,Nature Reserve,"-38.5449, -131.3487"
Castle of West Justin,Пляж,"-61.5898, -151.0658"
Озеро ст. Нефедова,Храм,"67.2388, 60.8621"
Гора к. Норильск,Парк,"-54.9274, -79.432"
Lake of Jimenezfurt,Достопримечательность,"-27.9107, 8.3485"
Bridge of New Lori,Historic Site,"-32.7574, -17.1357"
Park of Kaitlinstad,Beach,"-65.4059, 6.2948"
Lake of South Trevor,Public Park,"-43.1278, -48.8195"
Озеро г. Бомнак,Landmark,"25.134, -68.7666"
Музей с. Можга,Природный объект,"-44.7894, -11.3812"
Bridge of Wattsshire,Исторический район,"-4.2137, -63.2355"
Castle of Port David,Beach,"-22.3649, 27.7361"
Square of North Kenneth,Historic Site,"-34.1644, -14.03"
Замок д. Абакан,Nature Reserve,"15.2333, -13.5753"
Museum of North Kara,Пляж,"4.7795, 141.8732"
Музей клх Мураши,Пляж,"-8.395, 76.073"
Площадь к. Орехово-Зуево,Public Park,"-21.0988, -43.9523"
Bridge of Reynoldsport,Достопримечательность,"-48.1472, 108.9035"
Озеро г. Крымск,Музей,"41.0315, -79.2297"
Museum of West Tylerburgh,Public Park,"29.5217, -99.755"
Гора п. Великий Устюг,Beach,"-47.695, 75.8437"
Lake of East Michaelmouth,Достопримечательность,"-25.8334, -50.7395"
Bridge of Terriville,Достопримечательность,"52.8766, -88.6889"
Park of West Linda,Museum,"-4.6246, 115.2279"
Park of Lake Brandi,Nature Reserve,"-39.2931, 44.755"
Lake of Ramosshire,Исторический район,"-25.9434, -102.0767"
Площадь п. Верещагино (Перм.),Храм,"54.3803, 169.4197"
Площадь д. Горячий Ключ,Храм,"-36.9782, 57.9825"
Площадь д. Гудермес,Public Park,"27.7275, -8.9845"
Lake of East Kathrynmouth,Mountain Peak,"48.2604, -123.6063"
Музей д. Цимлянск,Храм,"-10.7389, 84.8633"
Озеро с. Лабытнанги,Исторический район,"-2.0508, 54.1097"
Park of Hubbardton,Mountain Peak,"-10.1172, -65.7874"
Озеро с. Новочеркасск,Public Park,"-30.4343, -117.3325"
Музей г. Зарайск,Горнолыжный курорт,"-7.4278, 64.7015"
Museum of Jenniferberg,Public Park,"-41.7141, -68.9321"
Lake of South Erikaburgh,Beach,"19.6949, -141.9057"
Square of Lake Crystal,Горнолыжный курорт,"-27.1198, 154.1551"
Lake of Janetborough,Famous Intersection,"-6.5897, 33.4751"
Castle of Anthonyland,Пляж,"-56.1948, 121.4697"
Музей ст. Ухта,Museum,"62.8878, -113.6219"
Площадь клх Катайск,Пляж,"60.361, -127.8502"
Озеро п. Саянск,Mountain Peak,"-67.8027, -57.7489"
Castle of Lake Sarahshire,Храм,"-39.9794, 64.6533"
Bridge of Wrightstad,Парк,"33.4998, 16.0688"
Bridge of Port Larry,Достопримечательность,"-5.3894, 59.1211"
Парк клх Сергиев Посад,Парк,"-29.1865, -157.1953"
Lake of Pattersonport,Храм,"67.0385, -157.3403"
Museum of Lake Michael,Famous Intersection,"27.4437, -169.2673"
Площадь с. Шадринск,Historic Site,"7.2408, -35.64"
Музей с. Петушки,Beach,"-47.6705, 88.2725"
Museum of East Rodneyborough,Mountain Peak,"-36.5882, 35.9629"
Площадь п. Сусуман,Природный объект,"68.6234, 106.527"
Озеро к. Всеволожск,Beach,"-52.9327, 156.164"
Museum of Greenborough,Famous Intersection,"3.5726, -2.6004"
Bridge of New Heatherchester,Исторический район,"3.3756, 113.8421"
Музей клх Абинск,Музей,"63.3104, 89.8081"
Площадь ст. Бронницы,Mountain Peak,"25.1254, -38.1913"
Озеро д. Голицыно,Парк,"14.7897, 141.03"
Park of Kennethton,Горнолыжный курорт,"33.7317, -25.7972"
Замок с. Объячево,Famous Intersection,"27.6151, -168.4417"
Museum of Daltonland,Горнолыжный курорт,"-12.4001, -73.28"
Square of Robinview,Исторический район,"63.4379, 117.6212"
Museum of Acostachester,Museum,"-40.2388, 20.6321"
Museum of Bakerside,Mountain Peak,"-4.8545, -164.5046"
Озеро к. Белогорск (Амур.),Mountain Peak,"57.3012, -8.5385"
Парк к. Назрань,Beach,"-31.9068, 27.9313"
Bridge of Wallerchester,Парк,"30.6704, -11.7012"
Замок г. Александровск-Сахалинский,Mountain Peak,"-13.3371, 5.0535"
Гора к. Касимов,Природный объект,"-14.3998, -156.1238"
Гора ст. Меренга,Музей,"13.9744, -9.5118"
Park of Smithland,Mountain Peak,"-25.2852, 88.7429"
Музей п. Североморск,Beach,"-35.0392, 94.9428"
Museum of Caldwellville,Храм,"-23.2592, 163.3179"
Музей п. Троицко-Печорск,Горнолыжный курорт,"-39.045, 129.1884"
Lake of South Brenda,Горнолыжный курорт,"14.0828, -95.1248"
Площадь г. Мезень,Пляж,"-22.1913, 167.7932"
Lake of Janicehaven,Famous Intersection,"22.7, 130.1633"
Гора п. Пушкинские Горы,Mountain Peak,"-42.1415, -134.7674"
Озеро клх Жигулевск,Музей,"-50.824, -102.6382"
Озеро д. Салехард,Public Park,"-58.2775, -19.7248"
Bridge of Michelleland,Парк,"-60.6487, -22.793"
Park of Smithside,Landmark,"-31.1072, -25.0074"
Bridge of Pettyville,Исторический район,"-23.6803, 118.0193"
Озеро к. Ачинск,Горнолыжный курорт,"37.0251, 122.6815"
Museum of Carrollmouth,Landmark,"-36.2528, -145.0656"
Lake of West Travis,Достопримечательность,"-7.1847, 34.2811"
Museum of New Heidi,Пляж,"33.8928, -158.7013"
Гора д. Плес,Nature Reserve,"31.0044, -2.6277"
Музей г. Анапа,Historic Site,"-47.3241, -53.4862"
Square of Amandahaven,Museum,"-64.5631, 166.7737"
Озеро п. Суздаль,Mountain Peak,"-23.51, -90.9409"
Square of Sarahtown,Historic Site,"-14.7127, -38.576"
Bridge of Port Richard,Музей,"54.7868, -81.8316"
Музей к. Лазаревское,Природный объект,"-38.9929, 101.003"
Озеро с. Мичуринск,Nature Reserve,"50.1905, -49.0261"
Square of Jonburgh,Парк,"-59.0208, 130.4306"
Castle of East Jacqueline,Пляж,"13.9464, -62.2651"
Park of Jonestown,Landmark,"6.5795, 123.4338"
Lake of North Geneton,Храм,"21.8515, -82.4358"
Парк клх Артем,Mountain Peak,"8.3633, 169.0044"
Замок клх Калининград,Исторический район,"18.5385, -142.7988"
Площадь г. Каргасок,Достопримечательность,"-42.167, -83.73"
Bridge of Port Michaelton,Beach,"-54.6668, 101.1438"
Square of Lake Deborahside,Природный объект,"41.353, -139.7784"
Bridge of North Annettechester,Храм,"51.9627, 6.3569"
Замок д. Инта,Горнолыжный курорт,"23.7811, 22.6505"
Замок д. Кижи,Пляж,"6.1976, 29.6966"
Площадь с. Мичуринск,Public Park,"-19.0648, -167.4442"
Площадь с. Вязьма,Landmark,"42.2493, -93.8355"
Park of New Whitneyshire,Храм,"-17.2757, 4.9414"
Замок к. Юрюзань,Mountain Peak,"9.3022, -87.9606"
Bridge of Peckside,Природный объект,"-50.2608, 97.6851"
Озеро клх Голицыно,Public Park,"53.8513, -7.8299"
Park of Lake Peggyhaven,Public Park,"-18.3907, -25.0286"
Castle of Lake Jennifer,Природный объект,"17.1941, 57.3476"
Озеро г. Добрянка,Museum,"45.4118, 111.8995"
Castle of Evansshire,Historic Site,"-65.3535, 82.6604"
Озеро д. Елабуга,Museum,"61.8941, 70.9487"
Парк с. Ноябрьск,Historic Site,"-14.6412, 132.2986"
Замок ст. Черусти,Famous Intersection,"-35.016, 89.7804"
Озеро к. Серов,Historic Site,"-46.0163, -97.5947"
Площадь с. Ейск,Famous Intersection,"-66.9192, -27.2875"
Park of West Garyfurt,Famous Intersection,"-7.7586, 39.0266"
Lake of East Kelly,Достопримечательность,"2.1893, -133.7985"
Square of South Joshua,Природный объект,"-57.8744, -102.967"
Гора г. Корсаков,Природный объект,"39.3142, -136.3525"
Музей к. Ноглики,Природный объект,"20.8827, -116.2195"
Площадь к. Онега,Museum,"-60.736, 161.9443"
Парк клх Снежногорск (Мурм.),Храм,"17.2492, 19.6459"
Музей д. Южноуральск,Исторический район,"31.3792, 32.1555"
Замок к. Каргасок,Парк,"-58.8412, 102.6477"
Park of Lake Johnview,Горнолыжный курорт,"-12.7261, 103.9961"
Square of East Steven,Достопримечательность,"30.7101, 43.0009"
Castle of West Derektown,Пляж,"-45.6214, -142.5784"
Замок г. Челябинск,Public Park,"16.6636, 2.1588"
Гора д. Киров (Вятка),Mountain Peak,"35.1609, 96.6356"
Park of East Willie,Nature Reserve,"46.1193, 164.654"
Озеро с. Мирный,Beach,"-3.8823, -24.455"
Площадь с. Череповец,Nature Reserve,"-57.8783, 81.7402"
Замок ст. Стрежевой,Mountain Peak,"-47.1961, 102.7231"
Парк с. Иркутск,Beach,"9.8969, 32.0131"
Park of Port Jamesville,Природный объект,"46.1643, -21.2443"
Museum of Davidsonborough,Famous Intersection,"20.0757, -33.6107"
Castle of West Christina,Пляж,"-12.2985, -15.9112"
Park of East Melissaville,Достопримечательность,"-66.3634, 89.4496"
Музей к. Псебай,Парк,"-19.6194, 3.9538"
Lake of Caldwellhaven,Nature Reserve,"53.4613, 114.7362"
Парк с. Бугульма,Beach,"65.002, 27.9533"
Замок д. Екатеринбург,Nature Reserve,"13.8487, 94.2038"
Озеро п. Мытищи,Горнолыжный курорт,"-44.4, 151.5926"
Lake of Staceyton,Пляж,"23.8152, -110.0925"
Square of Nortonland,Famous Intersection,"-35.4652, 47.9183"
Park of Watsonland,Достопримечательность,"-59.8348, 19.991"
Castle of Thomashaven,Достопримечательность,"6.6415, 156.7102"
Замок с. Чебоксары,Храм,"-8.2166, -113.2912"
Гора клх Медногорск,Beach,"-69.2432, -38.701"
Парк клх Ишим,Парк,"39.7806, -123.934"
Площадь г. Пушкин,Nature Reserve,"60.8583, 127.7987"
Museum of Vasquezhaven,Mountain Peak,"43.9503, 92.1489"
Park of East Donald,Nature Reserve,"53.5086, -31.9147"
Lake of Port Karenbury,Парк,"-69.8607, 72.1909"
Bridge of Alvarezfurt,Музей,"38.646, 116.1918"
Park of South Joshua,Landmark,"-27.8727, 127.5769"
Bridge of New Brianmouth,Landmark,"-17.1235, 140.6332"
Lake of Port Diana,Mountain Peak,"-10.2535, -0.6049"
Square of East Patricia,Historic Site,"30.5473, -119.3894"
Park of Port Donna,Famous Intersection,"24.82, 86.6429"
Площадь ст. Оймякон,Landmark,"26.0615, -26.6323"
Bridge of Porterburgh,Historic Site,"63.3767, 58.4306"
Замок п. Кондопога,Historic Site,"-57.8196, -115.208"
Гора ст. Слюдянка,Достопримечательность,"23.8581, 69.2118"
Park of Port Andrewtown,Исторический район,"-27.3651, 161.8743"
Park of Christopherborough,Природный объект,"-31.6302, 58.9661"
Square of Petermouth,Парк,"23.0791, 36.7338"
Bridge of New Donaldville,Исторический район,"-36.5386, -6.9956"
Lake of East Charleshaven,Природный объект,"16.2146, -89.5289"
Замок п. Ивдель,Public Park,"-39.9828, -40.4087"
Lake of Port Johnhaven,Исторический район,"67.3156, 151.748"
Lake of Burkeborough,Public Park,"-24.5684, -158.9167"
Гора к. Быково (метеост.),Музей,"-10.5546, 103.8257"
Музей п. Александров,Горнолыжный курорт,"-0.1781, -87.1415"
Square of Walterston,Historic Site,"7.7868, -48.8883"
Lake of South Beckyshire,Famous Intersection,"-54.0008, 102.8165"
Площадь ст. Подольск,Famous Intersection,"-38.3216, -51.3334"
Музей д. Чикола,Beach,"-51.101, 62.1718"
Парк клх Орск,Museum,"58.1766, 68.4305"
Lake of South Amber,Храм,"40.043, -147.8823"
Замок г. Гдов,Nature Reserve,"26.8838, -47.3371"
Museum of West Stevenfort,Landmark,"-30.6086, -20.8225"
Замок д. Нефтегорск (Самар.),Historic Site,"-37.7864, -123.9857"
Музей д. Курумкан,Museum,"-1.7208, -20.1427"
Bridge of East Kristinhaven,Landmark,"-37.7327, 82.2994"
Lake of East Jacquelineville,Природный объект,"-58.8506, 126.8737"
Museum of Patriciabury,Парк,"-36.2839, 74.7439"
Площадь к. Токма,Музей,"7.14, -21.2382"
Замок клх Териберка,Landmark,"-28.0505, 149.5081"
